Year;Month;Day;Wind_Speed_Max_ms;Wind_Max_Direction_Dg
2002;7;4;13,6;281
2002;7;5;9,2;276
2002;7;6;9,8;118
2002;7;7;7,6;304
2002;7;8;6,1;96
2002;7;9;11,2;112
2002;7;10;15,6;315
2002;7;11;12,6;298
2002;7;12;9,1;51
2002;7;13;12,2;107
2002;7;14;9,7;17
2002;7;15;9,2;56
2002;7;16;13,2;180
2002;7;17;6,6;152
2002;7;18;13;304
2002;7;19;12,5;292
2002;7;20;7,9;292
2002;7;21;16,5;259
2002;7;22;11,7;298
2002;7;23;10,2;208
2002;7;24;16,7;292
2002;7;25;10;292
2002;7;26;8;304
2002;7;27;9,9;79
2002;7;28;8,9;101
2002;7;29;9,9;56
2002;7;30;10;79
2002;7;31;7,1;259
2002;8;1;9,6;225
2002;8;2;8,5;214
2002;8;3;6,2;298
2002;8;4;9,4;225
2002;8;5;9,9;292
2002;8;6;7;28
2002;8;7;9,8;45
2002;8;8;12,2;45
2002;8;9;7,1;90
2002;8;10;10,8;124
2002;8;11;14,2;90
2002;8;12;11,2;298
2002;8;13;20,8;287
2002;8;14;18,9;298
2002;8;15;12,5;298
2002;8;16;11,9;354
2002;8;17;10,4;56
2002;8;18;8,5;96
2002;8;19;7,7;67
2002;8;20;7,4;112
2002;8;21;10,3;141
2002;8;22;5,9;135
2002;8;23;5,5;90
2002;8;24;6,8;157
2002;8;25;9,2;146
2002;8;26;8,7;124
2002;8;27;12,3;174
2002;8;28;8,1;146
2002;8;29;5,8;343
2002;8;30;14,4;343
2002;8;31;6,6;28
2002;9;1;12,2;84
2002;9;2;10,3;39
2002;9;3;8,5;90
2002;9;4;12,1;157
2002;9;5;9,8;152
2002;9;6;9,9;309
2002;9;7;4,7;124
2002;9;8;5,6;118
2002;9;9;9,4;107
2002;9;10;8,8;96
2002;9;11;11,4;337
2002;9;12;12,9;28
2002;9;13;10,7;34
2002;9;14;10;292
2002;9;15;12;287
2002;9;16;10,5;337
2002;9;17;8,8;264
2002;9;18;9,5;259
2002;9;19;5,1;259
2002;9;20;8,6;304
2002;9;21;8;292
2002;9;22;4,5;112
2002;9;23;13,7;11
2002;9;24;15,3;28
2002;9;25;9,4;28
2002;9;26;10,9;298
2002;9;27;11,7;298
2002;9;28;10,2;321
2002;9;29;7,4;349
2002;9;30;6,7;39
2002;10;1;5,6;309
2002;10;2;4,8;174
2002;10;3;8,2;186
2002;10;4;11,6;298
2002;10;5;12,8;298
2002;10;6;11,5;304
2002;10;7;14,8;315
2002;10;8;12;281
2002;10;9;7,2;90
2002;10;10;11,1;62
2002;10;11;15,3;39
2002;10;12;13,8;39
2002;10;13;4;304
2002;10;14;12,7;202
2002;10;15;11,2;186
2002;10;16;10,5;174
2002;10;17;10;264
2002;10;18;11,1;321
2002;10;19;15,6;292
2002;10;20;8;315
2002;10;21;12;157
2002;10;22;9,9;169
2002;10;23;9,6;259
2002;10;24;11,4;287
2002;10;25;12,7;202
2002;10;26;18;236
2002;10;27;18,9;236
2002;10;28;24,9;253
2002;10;29;17,2;292
2002;10;30;14,2;270
2002;10;31;8,7;202
2002;11;1;9,2;208
2002;11;2;11,4;17
2002;11;3;8,5;45
2002;11;4;9,2;34
2002;11;5;12,8;28
2002;11;6;7,5;39
2002;11;7;8,8;152
2002;11;8;8,4;231
2002;11;9;17,2;186
2002;11;10;17,1;309
2002;11;11;10,8;163
2002;11;12;12,2;304
2002;11;13;10,9;186
2002;11;14;10,9;208
2002;11;15;16,9;180
2002;11;16;20,8;169
2002;11;17;17,7;152
2002;11;18;7,6;96
2002;11;19;11,6;247
2002;11;20;12,9;270
2002;11;21;11,3;157
2002;11;22;12,8;146
2002;11;23;11,7;264
2002;11;24;9,5;135
2002;11;25;15,1;152
2002;11;26;12,8;146
2002;11;27;7,8;101
2002;11;28;10,4;146
2002;11;29;8,9;135
2002;11;30;7,6;242
2002;12;1;8;129
2002;12;2;10,8;152
2002;12;3;6,9;45
2002;12;4;6,7;28
2002;12;5;10,5;45
2002;12;6;9,8;39
2002;12;7;6,8;34
2002;12;8;5,4;56
2002;12;9;3,6;62
2002;12;10;3,4;146
2002;12;11;5;96
2002;12;12;9,4;146
2002;12;13;6,2;174
2002;12;14;3,7;101
2002;12;15;8,3;163
2002;12;16;8,2;174
2002;12;17;5,6;191
2002;12;18;8;304
2002;12;19;6,7;292
2002;12;20;5,4;197
2002;12;21;2,7;236
2002;12;22;4,3;298
2002;12;23;3,4;51
2002;12;24;3;34
2002;12;25;6,3;186
2002;12;26;6,7;191
2002;12;27;3,6;169
2002;12;28;1,9;135
2002;12;29;11,2;292
2002;12;30;16,4;276
2002;12;31;13,5;45
2003;1;1;9,6;163
2003;1;2;13,4;157
2003;1;3;18,7;259
2003;1;4;11,9;56
2003;1;5;11;51
2003;1;6;5,2;360
2003;1;7;12,2;22
2003;1;8;10,7;17
2003;1;9;9,4;6
2003;1;10;10,5;17
2003;1;11;7,1;22
2003;1;12;3,9;174
2003;1;13;10,6;225
2003;1;14;8;270
2003;1;15;8,6;247
2003;1;16;7,5;219
2003;1;17;6,5;264
2003;1;18;12,4;163
2003;1;19;4,1;129
2003;1;20;6,5;174
2003;1;21;11;169
2003;1;22;10,1;152
2003;1;23;4,5;231
2003;1;24;3,7;34
2003;1;25;5,3;67
2003;1;26;5;163
2003;1;27;8,2;214
2003;1;28;17,6;264
2003;1;29;10;231
2003;1;30;8,5;247
2003;1;31;6,6;11
2003;2;1;7,9;360
2003;2;2;6,3;146
2003;2;3;13,7;163
2003;2;4;9,7;157
2003;2;5;8,2;326
2003;2;6;11,8;337
2003;2;7;11,2;349
2003;2;8;5,5;6
2003;2;9;8,8;17
2003;2;10;7,9;11
2003;2;11;8,2;28
2003;2;12;9,4;22
2003;2;13;9,2;56
2003;2;14;5,8;51
2003;2;15;7,6;332
2003;2;16;10,2;17
2003;2;17;9,4;51
2003;2;18;11,1;6
2003;2;19;8,4;6
2003;2;20;7,6;17
2003;2;21;7,4;17
2003;2;22;8,8;135
2003;2;23;3,5;6
2003;2;24;3,9;360
2003;2;25;7;169
2003;2;26;9;163
2003;2;27;10,1;163
2003;2;28;4,5;186
2003;3;1;4,3;84
2003;3;2;4,3;56
2003;3;3;6,6;28
2003;3;4;7,2;51
2003;3;5;5,3;62
2003;3;6;9,4;34
2003;3;7;6,4;152
2003;3;8;6,4;247
2003;3;9;8,7;242
2003;3;10;6,9;287
2003;3;11;8,6;219
2003;3;12;11,3;219
2003;3;13;10,7;22
2003;3;14;8,3;34
2003;3;15;12,6;39
2003;3;16;10,3;56
2003;3;17;8,5;11
2003;3;18;8,2;28
2003;3;19;8,1;276
2003;3;20;10,4;6
2003;3;21;9,9;51
2003;3;22;8,7;67
2003;3;23;4,6;298
2003;3;24;4,4;349
2003;3;25;4,6;326
2003;3;26;6,6;39
2003;3;27;11,7;163
2003;3;28;6,2;157
2003;3;29;6,5;281
2003;3;30;5,8;270
2003;3;31;13,2;304
2003;4;1;8,8;180
2003;4;2;13,2;180
2003;4;3;9,5;309
2003;4;4;8,6;51
2003;4;5;14,2;337
2003;4;6;12,8;332
2003;4;7;10,1;332
2003;4;8;11,5;343
2003;4;9;8,2;259
2003;4;10;17,1;191
2003;4;11;10,5;264
2003;4;12;5;62
2003;4;13;11,9;28
2003;4;14;6,6;354
2003;4;15;10,6;11
2003;4;16;11,9;39
2003;4;17;9,4;354
2003;4;18;12,7;56
2003;4;19;7,4;79
2003;4;20;12,6;112
2003;4;21;9;163
2003;4;22;9,7;39
2003;4;23;8,9;17
2003;4;24;6,6;354
2003;4;25;5,6;73
2003;4;26;13,8;146
2003;4;27;11,6;270
2003;4;28;8,1;242
2003;4;29;7,4;146
2003;4;30;15,7;186
2003;5;1;10,5;253
2003;5;2;6,3;146
2003;5;3;11,3;6
2003;5;4;6,3;208
2003;5;5;10,5;191
2003;5;6;13,6;146
2003;5;7;10,1;39
2003;5;8;5,9;17
2003;5;9;11,1;276
2003;5;10;7;62
2003;5;11;7,5;191
2003;5;12;7,6;298
2003;5;13;15;247
2003;5;14;7,4;298
2003;5;15;9,9;253
2003;5;16;4,8;259
2003;5;17;12,5;141
2003;5;18;14,7;298
2003;5;19;11,3;247
2003;5;20;13,5;247
2003;5;21;6,3;349
2003;5;22;6,5;326
2003;5;23;5,5;174
2003;5;24;6,9;174
2003;5;25;8,3;152
2003;5;26;8,8;51
2003;5;27;9;354
2003;5;28;11,3;11
2003;5;29;9,3;22
2003;5;30;4,1;17
2003;5;31;8,2;287
2003;6;1;9,4;22
2003;6;2;15;62
2003;6;3;4;62
2003;6;4;3,6;107
2003;6;5;6,2;141
2003;6;6;5,2;51
2003;6;7;6,7;11
2003;6;8;6,3;101
2003;6;9;8;253
2003;6;10;5;135
2003;6;11;6,9;214
2003;6;12;4,9;62
2003;6;13;8;315
2003;6;14;5,9;6
2003;6;15;5,7;354
2003;6;16;7,2;39
2003;6;17;5,4;90
2003;6;18;6,2;236
2003;6;19;7,7;343
2003;6;20;11;259
2003;6;21;10;309
2003;6;22;6,3;270
2003;6;23;12,1;169
2003;6;24;7,5;253
2003;6;25;8,9;315
2003;6;26;8,1;67
2003;6;27;6,7;17
2003;6;28;9,7;315
2003;6;29;8,3;141
2003;6;30;9,6;208
2003;7;1;14,6;253
2003;7;2;7,9;270
2003;7;3;5,9;315
2003;7;4;6,7;214
2003;7;5;10,8;247
2003;7;6;8,6;304
2003;7;7;8,7;321
2003;7;8;7,7;343
2003;7;9;8,1;354
2003;7;10;8,7;343
2003;7;11;5,5;343
2003;7;12;9,3;321
2003;7;13;10,9;304
2003;7;14;6,9;39
2003;7;15;6,4;73
2003;7;16;8;124
2003;7;17;10,9;281
2003;7;18;7,5;321
2003;7;19;8,2;79
2003;7;20;6,9;51
2003;7;21;9;146
2003;7;22;14,5;292
2003;7;23;8,3;298
2003;7;24;11,9;326
2003;7;25;4,5;236
2003;7;26;5,4;135
2003;7;27;9,9;186
2003;7;28;7,6;141
2003;7;29;4,2;304
2003;7;30;6,1;298
2003;7;31;9,5;67
2003;8;1;8,5;39
2003;8;2;6,8;73
2003;8;3;6,3;79
2003;8;4;8,8;360
2003;8;5;7,7;62
2003;8;6;7,5;51
2003;8;7;5,9;96
2003;8;8;6,5;45
2003;8;9;8,1;34
2003;8;10;9,3;62
2003;8;11;9,2;84
2003;8;12;5,6;146
2003;8;13;17,9;270
2003;8;14;14,5;197
2003;8;15;8,6;321
2003;8;16;6,4;90
2003;8;17;3,9;39
2003;8;18;16,8;264
2003;8;19;11,7;247
2003;8;20;5,9;360
2003;8;21;4,9;270
2003;8;22;8,7;174
2003;8;23;9,2;270
2003;8;24;8,3;270
2003;8;25;6,5;337
2003;8;26;9,7;247
2003;8;27;12,6;259
2003;8;28;6,7;186
2003;8;29;14,2;191
2003;8;30;10,2;259
2003;8;31;6,3;292
2003;9;1;5,5;349
2003;9;2;10,7;337
2003;9;3;7,6;315
2003;9;4;6,1;304
2003;9;5;6,8;118
2003;9;6;7,1;129
2003;9;7;11;174
2003;9;8;10,1;180
2003;9;9;6,3;225
2003;9;10;7,5;309
2003;9;11;8,7;264
2003;9;12;6,8;56
2003;9;13;9;337
2003;9;14;10,5;17
2003;9;15;9,6;22
2003;9;16;4,9;242
2003;9;17;5,7;304
2003;9;18;3,5;360
2003;9;19;7,4;186
2003;9;20;7,4;169
2003;9;21;9,2;186
2003;9;22;14,8;174
2003;9;23;11,6;264
2003;9;24;5,9;73
2003;9;25;8,9;51
2003;9;26;7,9;152
2003;9;27;6,8;191
2003;9;28;10,6;174
2003;9;29;8,7;174
2003;9;30;4,6;343
2003;10;1;9,1;174
2003;10;2;10,2;219
2003;10;3;3,9;186
2003;10;4;7,9;253
2003;10;5;8,5;360
2003;10;6;11,6;253
2003;10;7;11,8;202
2003;10;8;9,9;270
2003;10;9;12,6;309
2003;10;10;9,6;276
2003;10;11;9;287
2003;10;12;8,2;309
2003;10;13;4;298
2003;10;14;6,3;51
2003;10;15;5,8;39
2003;10;16;8;34
2003;10;17;7,5;22
2003;10;18;8,8;157
2003;10;19;10,4;141
2003;10;20;6,4;152
2003;10;21;6,4;309
2003;10;22;7,9;39
2003;10;23;10;62
2003;10;24;9,3;28
2003;10;25;9,9;276
2003;10;26;9,7;264
2003;10;27;5,8;360
2003;10;28;8,4;169
2003;10;29;13,2;174
2003;10;30;11,7;174
2003;10;31;14,3;157
2003;11;1;16,2;180
2003;11;2;5,9;309
2003;11;3;8,8;219
2003;11;4;9,7;276
2003;11;5;6;62
2003;11;6;9,1;67
2003;11;7;8;45
2003;11;8;3,7;79
2003;11;9;9,1;360
2003;11;10;7,4;28
2003;11;11;3,3;304
2003;11;12;2,9;349
2003;11;13;7,8;169
2003;11;14;5,8;163
2003;11;15;6,3;152
2003;11;16;5;152
2003;11;17;10;264
2003;11;18;7,1;253
2003;11;19;7,3;219
2003;11;20;6,9;259
2003;11;21;4,9;219
2003;11;22;6,3;180
2003;11;23;6,4;146
2003;11;24;7,5;135
2003;11;25;10,7;141
2003;11;26;12,7;129
2003;11;27;14,9;146
2003;11;28;9;146
2003;11;29;5,5;146
2003;11;30;9,2;169
2003;12;1;16,4;146
2003;12;2;13,2;141
2003;12;3;8,6;157
2003;12;4;5;169
2003;12;5;4,1;219
2003;12;6;13,6;321
2003;12;7;6,5;360
2003;12;8;2,8;197
2003;12;9;2,7;349
2003;12;10;10;169
2003;12;11;10,7;141
2003;12;12;11,8;214
2003;12;13;10;169
2003;12;14;13,5;270
2003;12;15;14,2;281
2003;12;16;9,7;360
2003;12;17;5,7;309
2003;12;18;3,3;281
2003;12;19;5,7;214
2003;12;20;4,8;157
2003;12;21;13,5;247
2003;12;22;10,5;219
2003;12;23;8,1;349
2003;12;24;5;315
2003;12;25;5;186
2003;12;26;5;242
2003;12;27;5,3;180
2003;12;28;15,9;152
2003;12;29;12,7;152
2003;12;30;3,7;298
2003;12;31;7,9;17
2004;1;1;9,1;28
2004;1;2;10,8;11
2004;1;3;10,7;34
2004;1;4;4,4;259
2004;1;5;10,7;17
2004;1;6;6,1;22
2004;1;7;8,5;180
2004;1;8;8,3;112
2004;1;9;12,4;152
2004;1;10;3,6;264
2004;1;11;14,7;169
2004;1;12;14;146
2004;1;13;15,6;152
2004;1;14;21,3;247
2004;1;15;11,4;349
2004;1;16;14,3;186
2004;1;17;12,2;197
2004;1;18;6,9;34
2004;1;19;13,2;202
2004;1;20;11;197
2004;1;21;8,9;321
2004;1;22;8,9;343
2004;1;23;8,5;17
2004;1;24;7,5;28
2004;1;25;4,3;107
2004;1;26;13,6;163
2004;1;27;14,4;135
2004;1;28;5,3;349
2004;1;29;8,3;202
2004;1;30;12,8;236
2004;1;31;9,5;129
2004;2;1;11;208
2004;2;2;10,1;202
2004;2;3;5;242
2004;2;4;8,4;242
2004;2;5;8,1;197
2004;2;6;9,8;287
2004;2;7;13,6;202
2004;2;8;19,6;264
2004;2;9;18,2;298
2004;2;10;12,6;315
2004;2;11;17,2;11
2004;2;12;13,5;354
2004;2;13;3,4;202
2004;2;14;10,2;309
2004;2;15;11;304
2004;2;16;9,6;337
2004;2;17;4,5;197
2004;2;18;10,4;264
2004;2;19;9,7;22
2004;2;20;9;22
2004;2;21;17,2;118
2004;2;22;14,8;124
2004;2;23;9;17
2004;2;24;5,1;349
2004;2;25;7,3;141
2004;2;26;7,5;186
2004;2;27;11,4;349
2004;2;28;8;360
2004;2;29;15,4;354
2004;3;1;9,1;22
2004;3;2;8,2;236
2004;3;3;12,6;270
2004;3;4;7,3;360
2004;3;5;11,2;17
2004;3;6;11,7;163
2004;3;7;11,3;197
2004;3;8;12,3;6
2004;3;9;11,6;343
2004;3;10;4,2;84
2004;3;11;8,1;118
2004;3;12;10,3;146
2004;3;13;10,7;112
2004;3;14;9,6;107
2004;3;15;5,5;247
2004;3;16;8,8;287
2004;3;17;4,3;264
2004;3;18;6,3;247
2004;3;19;9,4;247
2004;3;20;13,6;270
2004;3;21;16,2;242
2004;3;22;11,4;247
2004;3;23;9,1;39
2004;3;24;9,4;51
2004;3;25;8,3;321
2004;3;26;7,8;332
2004;3;27;9,4;22
2004;3;28;5,6;298
2004;3;29;5,5;186
2004;3;30;8,1;112
2004;3;31;11,9;112
2004;4;1;7,5;107
2004;4;2;9,7;124
2004;4;3;11,6;107
2004;4;4;7,7;214
2004;4;5;10,7;253
2004;4;6;11;208
2004;4;7;8,7;343
2004;4;8;11,4;259
2004;4;9;6,2;259
2004;4;10;6;191
2004;4;11;9,7;17
2004;4;12;12,4;34
2004;4;13;15,8;34
2004;4;14;11,4;17
2004;4;15;11,2;157
2004;4;16;12,9;152
2004;4;17;11,1;174
2004;4;18;9,1;152
2004;4;19;14,9;141
2004;4;20;6,6;298
2004;4;21;5,7;326
2004;4;22;5,5;354
2004;4;23;8,4;28
2004;4;24;12,2;354
2004;4;25;6,3;28
2004;4;26;9,6;34
2004;4;27;5,9;34
2004;4;28;8,6;180
2004;4;29;11,4;129
2004;4;30;12,6;157
2004;5;1;11,7;197
2004;5;2;9,1;202
2004;5;3;6,7;129
2004;5;4;13,7;129
2004;5;5;14,3;174
2004;5;6;10,5;118
2004;5;7;9,2;259
2004;5;8;7,8;169
2004;5;9;11,9;276
2004;5;10;9;270
2004;5;11;11,9;39
2004;5;12;5,6;281
2004;5;13;12,1;17
2004;5;14;11,4;39
2004;5;15;9,9;337
2004;5;16;12,4;22
2004;5;17;8,3;321
2004;5;18;6,4;321
2004;5;19;10,1;304
2004;5;20;11;326
2004;5;21;6,5;56
2004;5;22;11,3;354
2004;5;23;17,2;281
2004;5;24;9,8;287
2004;5;25;8,8;276
2004;5;26;6,1;202
2004;5;27;7,6;67
2004;5;28;7,7;73
2004;5;29;11,5;34
2004;5;30;9,6;343
2004;5;31;9,4;214
2004;6;1;8,2;152
2004;6;2;6,2;247
2004;6;3;7,6;22
2004;6;4;6,1;202
2004;6;5;7,4;304
2004;6;6;8,6;28
2004;6;7;6,6;354
2004;6;8;9,3;264
2004;6;9;21,7;315
2004;6;10;6,3;236
2004;6;11;10,1;242
2004;6;12;8,9;264
2004;6;13;8,8;343
2004;6;14;6,6;354
2004;6;15;7,9;247
2004;6;16;10,1;309
2004;6;17;9,4;191
2004;6;18;10,9;253
2004;6;19;16,7;253
2004;6;20;7,3;17
2004;6;21;5,3;259
2004;6;22;6,8;174
2004;6;23;10,3;135
2004;6;24;13,2;304
2004;6;25;6,2;247
2004;6;26;8,2;287
2004;6;27;6;219
2004;6;28;13,7;270
2004;6;29;16,8;298
2004;6;30;7,4;231
2004;7;1;10,1;326
2004;7;2;8,5;236
2004;7;3;15,3;287
2004;7;4;7,5;242
2004;7;5;14,6;281
2004;7;6;6,1;39
2004;7;7;6,5;90
2004;7;8;11,1;107
2004;7;9;13,4;276
2004;7;10;9;242
2004;7;11;8,1;214
2004;7;12;10,1;315
2004;7;13;9,4;309
2004;7;14;9,3;337
2004;7;15;6,1;242
2004;7;16;7,3;242
2004;7;17;5,5;180
2004;7;18;8,4;197
2004;7;19;12,6;321
2004;7;20;8;118
2004;7;21;13;242
2004;7;22;10,3;326
2004;7;23;8,7;360
2004;7;24;6,7;349
2004;7;25;10;28
2004;7;26;13,9;236
2004;7;27;12,9;337
2004;7;28;10,2;349
2004;7;29;10,9;11
2004;7;30;12,7;17
2004;7;31;11,1;337
2004;8;1;6,7;34
2004;8;2;7,7;360
2004;8;3;11;354
2004;8;4;8,3;17
2004;8;5;12;28
2004;8;6;9,1;354
2004;8;7;8,1;45
2004;8;8;7,2;34
2004;8;9;10,3;39
2004;8;10;7,3;39
2004;8;11;6,8;208
2004;8;12;7,5;157
2004;8;13;13,8;292
2004;8;14;11,3;304
2004;8;15;7,2;337
2004;8;16;8,7;180
2004;8;17;11,5;191
2004;8;18;9,2;146
2004;8;19;6,8;253
2004;8;20;12,8;281
2004;8;21;8,6;321
2004;8;22;11,9;354
2004;8;23;7,1;56
2004;8;24;12,1;169
2004;8;25;7,5;214
2004;8;26;5,8;281
2004;8;27;10,4;298
2004;8;28;9;208
2004;8;29;8,2;186
2004;8;30;7,9;242
2004;8;31;7,9;281
2004;9;1;5,5;360
2004;9;2;5,5;51
2004;9;3;6,7;270
2004;9;4;8,8;28
2004;9;5;8,1;39
2004;9;6;11,1;96
2004;9;7;5,8;354
2004;9;8;12,4;349
2004;9;9;12;28
2004;9;10;6,1;180
2004;9;11;13,2;163
2004;9;12;14,8;287
2004;9;13;6;292
2004;9;14;10,4;191
2004;9;15;9,7;180
2004;9;16;8,6;11
2004;9;17;9,7;22
2004;9;18;8,4;169
2004;9;19;9,4;169
2004;9;20;9,5;180
2004;9;21;15,6;270
2004;9;22;14,8;292
2004;9;23;9;219
2004;9;24;10;247
2004;9;25;4,8;349
2004;9;26;7,1;270
2004;9;27;5,8;298
2004;9;28;7,2;242
2004;9;29;8,4;202
2004;9;30;10,5;276
2004;10;1;5,5;242
2004;10;2;6,4;242
2004;10;3;5,6;292
2004;10;4;9,8;174
2004;10;5;8,4;163
2004;10;6;10,3;90
2004;10;7;7,2;129
2004;10;8;7,6;174
2004;10;9;9,3;17
2004;10;10;7,3;11
2004;10;11;11,8;22
2004;10;12;9,7;107
2004;10;13;10,5;169
2004;10;14;14,2;118
2004;10;15;15;124
2004;10;16;11,5;157
2004;10;17;10,3;225
2004;10;18;12,8;214
2004;10;19;4,5;219
2004;10;20;7,7;146
2004;10;21;9,8;180
2004;10;22;4,6;180
2004;10;23;5,8;208
2004;10;24;6,6;163
2004;10;25;8,1;107
2004;10;26;8,1;118
2004;10;27;9,3;157
2004;10;28;16,8;174
2004;10;29;11,6;163
2004;10;30;15,3;169
2004;10;31;6,8;34
2004;11;1;7,9;28
2004;11;2;6,5;124
2004;11;3;7,3;152
2004;11;4;11,2;118
2004;11;5;9,6;135
2004;11;6;8,4;287
2004;11;7;5,5;247
2004;11;8;13,4;22
2004;11;9;10,1;124
2004;11;10;10,6;157
2004;11;11;8,4;112
2004;11;12;6,6;202
2004;11;13;10,3;332
2004;11;14;15,6;28
2004;11;15;11,8;22
2004;11;16;8,3;292
2004;11;17;11,8;242
2004;11;18;14,2;242
2004;11;19;24;276
2004;11;20;13,4;276
2004;11;21;12,9;236
2004;11;22;9,7;225
2004;11;23;15,6;321
2004;11;24;14,5;321
2004;11;25;6;315
2004;11;26;7;236
2004;11;27;7,1;202
2004;11;28;6,9;163
2004;11;29;4,9;259
2004;11;30;9,2;107
2004;12;1;15,1;163
2004;12;2;8,3;169
2004;12;3;4,9;270
2004;12;4;3;236
2004;12;5;7,1;287
2004;12;6;6,7;247
2004;12;7;3,3;270
2004;12;8;4,2;11
2004;12;9;3,9;118
2004;12;10;3,6;174
2004;12;11;4,8;169
2004;12;12;4,2;39
2004;12;13;4,3;247
2004;12;14;7;174
2004;12;15;6,9;157
2004;12;16;9,1;174
2004;12;17;10,5;186
2004;12;18;14,4;276
2004;12;19;9;191
2004;12;20;5,3;332
2004;12;21;2,9;62
2004;12;22;7,4;242
2004;12;23;11,9;208
2004;12;24;10,8;202
2004;12;25;12,9;107
2004;12;26;11,8;169
2004;12;27;10,1;174
2004;12;28;5,7;231
2004;12;29;8;332
2004;12;30;6,3;321
2004;12;31;8,9;202
2005;1;1;6,1;253
2005;1;2;10,6;202
2005;1;3;15,4;270
2005;1;4;14;276
2005;1;5;7,9;214
2005;1;6;10,8;281
2005;1;7;8;208
2005;1;8;5,1;208
2005;1;9;8,2;236
2005;1;10;2,8;141
2005;1;11;4,5;225
2005;1;12;4,4;337
2005;1;13;6,4;236
2005;1;14;8,4;276
2005;1;15;8,4;276
2005;1;16;5,1;343
2005;1;17;9,4;163
2005;1;18;13,4;118
2005;1;19;9,7;163
2005;1;20;16,2;202
2005;1;21;14,1;276
2005;1;22;14,1;270
2005;1;23;7,7;281
2005;1;24;9,8;225
2005;1;25;10,8;34
2005;1;26;17,5;17
2005;1;27;13,9;17
2005;1;28;4,7;281
2005;1;29;11,3;17
2005;1;30;9,4;11
2005;1;31;10,2;242
2005;2;1;9,1;315
2005;2;2;8;281
2005;2;3;8,1;349
2005;2;4;8;28
2005;2;5;6;62
2005;2;6;3,9;73
2005;2;7;9;124
2005;2;8;9;174
2005;2;9;4,8;174
2005;2;10;3,5;242
2005;2;11;5,2;197
2005;2;12;13,3;157
2005;2;13;17,7;264
2005;2;14;11,9;276
2005;2;15;15,7;17
2005;2;16;9,9;28
2005;2;17;7,9;337
2005;2;18;6,3;349
2005;2;19;5;191
2005;2;20;3,9;219
2005;2;21;5,8;51
2005;2;22;11,4;152
2005;2;23;6,1;208
2005;2;24;9;349
2005;2;25;3;315
2005;2;26;4,3;236
2005;2;27;14,5;11
2005;2;28;7,2;315
2005;3;1;7,6;141
2005;3;2;9,3;174
2005;3;3;9,1;174
2005;3;4;9,5;107
2005;3;5;7,4;6
2005;3;6;9;309
2005;3;7;11,5;276
2005;3;8;9,7;298
2005;3;9;9,1;354
2005;3;10;10,9;22
2005;3;11;11,7;208
2005;3;12;13,3;292
2005;3;13;13,7;270
2005;3;14;5,9;231
2005;3;15;5,1;236
2005;3;16;5,8;242
2005;3;17;8,5;214
2005;3;18;11,6;287
2005;3;19;13,3;11
2005;3;20;6,3;51
2005;3;21;6,2;45
2005;3;22;7,1;118
2005;3;23;7,1;174
2005;3;24;7,6;169
2005;3;25;6,5;225
2005;3;26;6,2;219
2005;3;27;6,3;124
2005;3;28;10,1;17
2005;3;29;5,7;17
2005;3;30;9,8;17
2005;3;31;12,6;17
2005;4;1;5,5;17
2005;4;2;4,5;11
2005;4;3;9,6;214
2005;4;4;9,6;169
2005;4;5;10,1;141
2005;4;6;13,2;197
2005;4;7;13,8;157
2005;4;8;13,4;202
2005;4;9;9,2;214
2005;4;10;9,7;337
2005;4;11;11,2;34
2005;4;12;8,5;22
2005;4;13;4,9;337
2005;4;14;11,2;22
2005;4;15;8,3;11
2005;4;16;9,4;118
2005;4;17;10,7;214
2005;4;18;12;28
2005;4;19;10,3;11
2005;4;20;14,2;28
2005;4;21;14,5;349
2005;4;22;9,2;349
2005;4;23;7;242
2005;4;24;6,8;202
2005;4;25;11,1;118
2005;4;26;10,4;349
2005;4;27;12,9;281
2005;4;28;14,2;253
2005;4;29;7,6;22
2005;4;30;3,5;276
2005;5;1;6,3;208
2005;5;2;4,4;236
2005;5;3;14,1;197
2005;5;4;11,3;292
2005;5;5;10,4;332
2005;5;6;9;259
2005;5;7;11,7;264
2005;5;8;15,3;287
2005;5;9;11,5;242
2005;5;10;12,3;304
2005;5;11;11,7;349
2005;5;12;9,6;309
2005;5;13;5,5;28
2005;5;14;14,1;129
2005;5;15;8,6;197
2005;5;16;7,6;157
2005;5;17;11;197
2005;5;18;14,6;22
2005;5;19;13,3;28
2005;5;20;8,4;337
2005;5;21;4,6;214
2005;5;22;8,9;174
2005;5;23;12,9;231
2005;5;24;9;247
2005;5;25;11,5;17
2005;5;26;6,1;73
2005;5;27;4,8;186
2005;5;28;6;146
2005;5;29;6,5;169
2005;5;30;11,7;287
2005;5;31;11,5;343
2005;6;1;8;343
2005;6;2;6,5;292
2005;6;3;6,7;157
2005;6;4;16,3;264
2005;6;5;13,5;253
2005;6;6;13;276
2005;6;7;11,7;315
2005;6;8;11,7;360
2005;6;9;12,3;34
2005;6;10;11,8;349
2005;6;11;9,9;309
2005;6;12;6,9;253
2005;6;13;8,4;174
2005;6;14;10,4;174
2005;6;15;8,7;163
2005;6;16;8,1;326
2005;6;17;9,4;287
2005;6;18;11,5;287
2005;6;19;7,9;34
2005;6;20;9,3;22
2005;6;21;7,9;17
2005;6;22;9,4;264
2005;6;23;10,5;349
2005;6;24;7,7;174
2005;6;25;9,8;304
2005;6;26;7,6;354
2005;6;27;6,9;332
